query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
206,0.9423,0.0008,723.2998,723.2990,DMMVPIYJYFCXOA,euphodendroidin A,C[C@]1(C[C@](C([C@H](/C=C/C(C)([C@@H]([C@@H]([C@H](C([C@@H]2OC(C3=CC=CC=C3)=O)=C)OC(C(C)C)=O)O)OC(C)=O)C)C)=O)([C@@]2([C@H]1OC(C)=O)[H])O)OC(C)=O,969.5850,444,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
207,0.6649,33.9825,689.3165,723.2990,DMMVPIYJYFCXOA,euphodendroidin A,C[C@]1(C[C@](C([C@H](/C=C/C(C)([C@@H]([C@@H]([C@H](C([C@@H]2OC(C3=CC=CC=C3)=O)=C)OC(C(C)C)=O)O)OC(C)=O)C)C)=O)([C@@]2([C@H]1OC(C)=O)[H])O)OC(C)=O,984.5190,446,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
208,0.7184,48.8953,830.3553,781.4600,ANLDPEXRVVIABH,axinastatin 3,CC[C@@H]([C@@](NC([C@@H](NC([C@]1([H])CCCN1C([C@@H](NC([C@@H](NC([C@]2([H])CCCN23)=O)C(C)C)=O)CC(N)=O)=O)=O)CC4=CC=CC=C4)=O)([H])C(N[C@H](C3=O)CC(C)C)=O)C,984.9260,448,,,,,,Cyclic peptides,Oligopeptides,Amino acids and Peptides
209,0.7484,155.0543,764.3263,609.2720,TXOKSKCKTYISQV,3.10S-Hydroxypheophorbide a,OC(CC[C@H]1[C@@H](C2=N/C1=C([C@](C(OC)=O)(O)C3=O)\C4=C3C(C)=C(N4)/C=C5N=C(C(C)=C\5CC)/C=C(N/6)/C(C=C)=C(C6=C\2)C)C)=O,991.6330,450,,,,,,,Tryptophan alkaloids,Alkaloids
210,0.8917,0.0017,789.3327,789.3310,AWVNBSKIKNPOBG,terracinolide J,O[C@]12[C@@]([C@@H](OC(C)=O)[C@@](OC(C)=O)(C)C2)([H])[C@@H](OC3=O)[C@](CC3)(OC(C(C)C)=O)[C@H](OC(C(C)C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C1=O,994.7430,453,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Jatrophane diterpenoids,Diterpenoids,Terpenoids
211,0.8226,67.9662,647.3068,715.2730,NGTHIBFWOPPSSB,euphodendroidin O,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,992.3690,455,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
212,0.4369,129.0416,577.2656,448.2240,BKNDRWLBSMZASB,Notoamide R_130070,CC(C=C1)(C)OC2=C1C3=C(C=C2)C(C4O)=C(C(C)(C)C(C5)[C@]64NC([C@@]75CCCN7C6=O)=O)N3,991.3910,456,,,,,,"Indole diketopiperazine alkaloids (L-Trp, L-Pro)",Peptide alkaloids,Alkaloids; Amino acids and Peptides
213,0.6453,346.6335,750.3475,403.7140,JTQGDUZPPCNAOZ,Stylopeptide 1,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N1)CC(C)C)[C@H](C)CC)CO)Cc4ccccc4,1000.5890,458,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
214,0.8659,0.0016,609.2686,609.2670,ODLCLZLDYDHRGT,Khivorin,CC(=O)O[C@H]1C[C@@H](OC(C)=O)C(C)(C)[C@@H]2C[C@@H](OC(C)=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@@]534)[C@@]12C,999.3000,459,,,,,,Limonoids,Triterpenoids,Terpenoids
215,0.7478,170.0212,816.3788,986.4000,NGPDQWFWZNXVLZ,Cyanopeptolin 963A,CCCCCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](CC(C)C)N2[C@H](O)CC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC1=O)C2=O)C(C)C,998.2410,461,,,,,,Ahp-containing cyclodepsipeptides; Cyclic peptides; Depsipeptides; Lipopeptides,Oligopeptides,Amino acids and Peptides; Polyketides
216,0.6611,115.9214,838.3614,722.4400,KRQDMAXNTWLTDZ,Khasianine,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(NCC(C)CC7)C(C)C65)C3(C)CC2)C(O)C(O)C1OC8OC(C)C(O)C(O)C8O,1001.4400,462,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Steroidal alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
217,0.8226,71.0027,864.3397,793.3370,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1004.0070,466,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
218,0.8226,72.0180,651.2770,723.2950,IIUWCHJZJFSKMD,euphodendroidin F,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1005.3750,469,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
219,0.8240,7.9845,801.3305,793.3460,IUQRTVVZUXBHMO,euphodendroidin M,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C(C)C)=O)=C)=O)[C@]2([H])[C@H]1OC(C3=CC=CC=C3)=O,1018.4360,474,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
220,0.7184,14.9636,750.3464,765.3100,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1019.8860,475,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
221,0.6649,88.0507,781.3027,693.2520,NOERPJFUTRUZHQ,"3,5,7,15-tetraacetoxy-8-benzoyloxy-2-hydroxy-9,14-dioxojatropha-6(17),11E-diene",C=C([C@@H]1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C(C(C)(C)/C=C/[C@@H](C)C([C@]3(OC(C)=O)[C@]1([H])[C@@H](OC(C)=O)[C@](C)(O)C3)=O)=O,1018.0940,476,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
222,0.7552,76.1289,452.1681,528.2970,MREAXUVKIBLUJE,,CC(C)[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NC5CCN(Cc6ccccc6)CC5,1022.9100,477,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
223,0.6644,300.2038,903.3352,603.1314,RXAXTTGJEMODPY,"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)CO)O)O)O)O)O,1019.6520,478,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
224,0.7484,430.6602,452.6688,883.3290,CRXDBBAZDKEROX,euphodendroidin R,C[C@@]1(OC(C2=CN=CC=C2)=O)C[C@](OC(C)=O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C3=CN=CC=C3)=O)[C@H](OC(C)=O)[C@@H](OC(C4=CC=CC=C4)=O)C([C@@H]5OC(C)=O)=C)=O)[C@]5([H])[C@H]1OC(C)=O,1027.3410,479,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
225,0.8226,83.0047,772.3293,855.3340,MFEPAAMYDYMBSN,Napsamycin C,CC(C(C(=O)NC=C1CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)C(CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)C4CC5=C(CN4)C=CC(=C5)O,1031.1490,484,,,,,,Linear peptides,Oligopeptides,Amino acids and Peptides
226,0.8971,0.0023,693.2863,693.2840,INCBRFFLYVOXNY,euphodendroidin J,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3O)=C)=O)[C@]3([H])[C@H]1OC(C4=CC=CC=C4)=O,1032.3570,487,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
227,0.8226,5.9902,731.3248,737.3150,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1036.8370,488,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
228,0.8226,21.9485,691.3295,713.2780,UKVKACNHLXTJKA,"2,3,5,7,15-pentaacetoxy-8-tigloyloxy-9,14-dioxojatropha-6(17),11E-diene",C=C(C1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(/C(C)=C/C)=O)C(C(C)(C)/C=C/[C@@H](C)C([C@]2(OC(C)=O)[C@]1([H])[C@@H](OC(C)=O)[C@](C)(OC(C)=O)C2)=O)=O,1039.4190,494,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
229,0.8226,83.9582,631.3108,715.2690,NGTHIBFWOPPSSB,euphodendroidin O,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,1036.2420,497,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
230,0.6611,53.8620,547.2880,601.1500,LYGPBZVKGHHTIE,2''-Rhamnosylvitexin,O=C1C=C(OC=2C1=C(O)C=C(O)C2C3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C=5C=CC(O)=CC5,1040.2350,501,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
231,0.5391,182.0461,814.3628,632.3167,RXOMDRQVYULRRU,"6-(1H-indol-3-ylmethyl)-9-methyl-3,15-di(propan-2-yl)-1,4,7,10,13,16-hexazabicyclo[16.3.0]henicosane-2,5,8,11,14,17-hexone",CC1N=C(O)CN=C(O)C(C(C)C)N=C(O)C2CCCN2C(=O)C(C(C)C)N=C(O)C(Cc2c[nH]c3ccccc23)N=C1O,1046.8470,502,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
232,0.5391,83.9853,513.2853,429.3000,ALTRINCJVPIQNK,Neoruscogenin,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(=C)CC6)C(C)C54)C2(C)C(O)C1,1047.8760,503,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Spirostane steroids,Steroids,Terpenoids
233,0.8222,86.0088,621.2912,707.3000,KYOXKUIYXAIFBB,euphodendroidin E,C[C@H]1C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1037.9030,504,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
234,0.7159,119.9884,802.3984,682.4100,RQRLQCQHVHFUJZ,Nodulisporic Acid A4,CC(=C)[C@H]1C(=O)C2=C3N1C4=C(C3=CC5=C2[C@H]([C@H]6C5=CC(OC6(C)C)(C)C)O)C[C@H]7[C@]4([C@]8(CC[C@@H]([C@@]([C@@H]8CC7)(C)CC/C=C(\C)/C(=O)O)O)C)C,1045.8660,506,,,,,,Indole-Diterpenoid alkaloids (Penitrems),Tryptophan alkaloids,Alkaloids; Terpenoids
235,0.8226,68.1290,758.3730,826.5020,YBQOZZHZAJCTLD,xentrivalpeptide E,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)C(C)C)C(C)C)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C,1041.2140,507,,,,,,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
236,0.7184,14.0503,750.3473,736.2970,PLOQCCJPPQJNFO,euphodendroidin P,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CN=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1044.0650,508,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
237,0.8226,75.9945,689.3155,765.3100,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1041.2160,509,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
238,0.5144,307.2301,816.3712,509.1411,CKZNKYSWWCSICZ,"(2S,3R,4aS,12bR)-2,3,4a,8-tetrahydroxy-12b-(5-hydroxy-6-methyloxan-2-yl)oxy-3-methyl-2,4-dihydrobenzo[a]anthracene-1,7,12-trione",CC1C(CCC(O1)O[C@@]23C(=O)[C@H]([C@](C[C@@]2(C=CC4=C3C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C)O)O)O,1043.2200,510,,,,,,Angucyclines; Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides
239,0.6649,41.1030,836.3470,877.4500,DQYACEDUQHWXQZ,Ophiopogonin D',OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(OC9OCC(O)C(O)C9O)C1O,1047.2330,511,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Spirostane steroids,Steroids,Terpenoids
240,0.4623,274.1168,535.2648,261.1480,AXODOWFEFKOVSH,Alfa_CEHC,CC1=C(C2=C(CCC(O2)(C)CCC(=O)O)C(=C1O)C)C,1050.6910,512,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans,Prenyl quinone meroterpenoids,Meroterpenoids,Terpenoids
241,0.8417,2.0217,791.3243,793.3460,IUQRTVVZUXBHMO,euphodendroidin M,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C(C)C)=O)=C)=O)[C@]2([H])[C@H]1OC(C3=CC=CC=C3)=O,1051.9170,516,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
242,0.8226,47.0870,802.3990,755.3120,SYBLQDYULNRQHI,Cyclo(glycyltryptophylprolylglycylvalylglycyl-beta-hydroxytyrosyl),CC(C)C1NC(=O)CNC(=O)C2CCCN2C(=O)C(CC3=C[NH]C4=CC=CC=C34)NC(=O)CNC(=O)C(NC(=O)CNC1=O)C(O)C5=CC=C(O)C=C5,1047.9640,519,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
243,0.6649,205.2195,792.3570,587.1375,OVMFOVNOXASTPA,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one",C1C(C(C(C(O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O,1064.5040,521,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
244,0.8426,41.0304,806.3354,765.3050,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1063.5170,525,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
245,0.7484,226.1723,762.3507,988.5230,XJZZLJBNEVIWCM,FR2,CC(NC(C(OC(C(C)C)C1C(N(C)C(C(OC)C)C(OC(C(C)C)C(NC(C)=O)C(OC(CC2=CC=CC=C2)C(N(C)C(C(NC(C)C(N(C)C(C)C(N1)=O)=O)=O)=C)=O)=O)=O)=O)=O)C(O)C(C)C)=O,1064.9510,527,,,,,,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
246,0.6611,104.2531,850.3619,954.6150,SMMLYRVPLBHZQN,DGDG(18:3/18:3),CCCCCCCCC=CCC=CCC=CCC(=O)OC[C@H](CO[C@H]1C(C([C@H]([C@H](O1)CO[C@@H]2C(C([C@H]([C@H](O2)CO)O)O)O)O)O)O)OC(=O)CC=CCC=CCC=CCCCCCCCC,1072.3940,529,,,,,,Glycosyldiacylglycerols,Glycerolipids,Fatty acids
247,0.8218,41.0240,864.3390,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1073.7390,530,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
248,0.8226,63.0075,828.3175,765.3100,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1068.3880,531,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
249,0.8226,82.0022,741.3128,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1076.9960,535,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
250,0.7484,356.1148,421.1802,777.2950,IINDQALFBNRRJE,13_-hydroxyterracinolide G,O[C@]12[C@@]([C@@H](OC(C)=O)[C@@](OC(C)=O)(C)C2)([H])[C@@H](OC3=O)[C@](CC3)(OC(C)=O)[C@H](OC(C(C)C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@@](C)(O)C1=O,1076.1810,537,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
251,0.8426,75.9942,681.2898,757.2840,FAUWZNGPMHRLMW,euphodendroidin N,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,1072.8940,540,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
252,0.8966,0.0013,823.3137,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1077.9940,544,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
253,0.8226,19.0223,883.3603,864.3380,JTNZPPUDLUHMKK,Dereplicator Identification - Sansanmycin;_Sansanmycin_A,CSCCC(NC(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C(N)CC1=CC=CC(O)=C1)C(=O)N\C=C1/C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O,1080.8320,548,,,,,,Linear peptides,Oligopeptides,Amino acids and Peptides
254,0.7484,441.1432,442.1858,883.3290,CRXDBBAZDKEROX,euphodendroidin R,C[C@@]1(OC(C2=CN=CC=C2)=O)C[C@](OC(C)=O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C3=CN=CC=C3)=O)[C@H](OC(C)=O)[C@@H](OC(C4=CC=CC=C4)=O)C([C@@H]5OC(C)=O)=C)=O)[C@]5([H])[C@H]1OC(C)=O,1081.7110,549,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
255,0.8426,70.9969,864.3379,793.3410,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1081.3370,551,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
256,0.3644,78.9455,905.3455,826.4000,WRHBDNJXUOKAGU,Viequeamide_A,CC[C@H](C)[C@@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)NC(C(=O)O[C@H](C(C(=O)N[C@H](C(=O)N([C@H](C(=O)O1)C(C)C)C)C(C)C)(C)C)CCCC#C)[C@@H](C)O)C(C)C)C,1077.2720,554,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,,,
257,0.8426,5.9493,717.3457,723.2950,IIUWCHJZJFSKMD,euphodendroidin F,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1087.1840,556,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
258,0.8226,35.9264,677.3516,713.2780,UKVKACNHLXTJKA,"2,3,5,7,15-pentaacetoxy-8-tigloyloxy-9,14-dioxojatropha-6(17),11E-diene",C=C(C1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(/C(C)=C/C)=O)C(C(C)(C)/C=C/[C@@H](C)C([C@]2(OC(C)=O)[C@]1([H])[C@@H](OC(C)=O)[C@](C)(OC(C)=O)C2)=O)=O,1085.0570,557,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
259,0.6268,13.8977,535.2623,549.1600,YCFQXQCEEPCZMO,Puerarin 6''-O-xyloside,O=C1C(=COC=2C1=CC=C(O)C2C3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)C=5C=CC(O)=CC5,1085.2690,559,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid C-glycosides,Isoflavonoid C-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
