query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
74,0.6649,0.9829,446.1439,445.1610,JBIWCJUYHHGXTC,Doxycycline Monohydrate,CC1C2C(C3C(C(=C(C(=O)C3(C(=C2C(=O)C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O,270.7730,467,,,,,,Tetracyclines,Polycyclic aromatic polyketides,Polyketides
75,0.5771,67.9794,684.2030,616.2236,DHHMFNAGLVIOCZ,"5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxymethyl]oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylic acid",COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](OC3OC=C(C(=O)O)C4C(O)CC(C)(O)C34)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O,831.9120,1339,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
76,0.4677,32.0628,234.0762,266.1390,HHMXQTYZWQORAJ,2-[(4-methoxyphenyl)carbonylamino]-4-methylpentanoic acid CollisionEnergy:102040,COc1ccc(C(=O)NC(CC(C)C)C(=O)O)cc1,365.3520,877,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,Simple amide alkaloids,Peptide alkaloids,Alkaloids; Amino acids and Peptides
77,0.3530,733.2207,139.9877,873.2084,JYNZPXSRTWSMPG,"4-[[(2R,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-4-oxobutanoic acid",C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)cc3)oc3cc(O[C@@H]4O[C@H](COC(=O)C(CC(=O)O)OC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,704.5350,1277,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
78,0.5869,0.0001,168.0654,168.0655,LJCWONGJFPCTTL,32462-30-9 (Chimeric precursor selection),N[C@H](C(=O)O)c1ccc(O)cc1,145.6580,115,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
79,0.3530,57.2337,438.3787,381.1450,BPTYIBFPGCGEDI,(2S)-N-(4-ethoxyphenyl)-5-oxo-1-(3-oxo-1H-2-benzofuran-1-yl)pyrrolidine-2-carboxamide,CCOc1ccc(NC(=O)[C@@H]2CCC(=O)N2C3OC(=O)c4ccccc34)cc1,674.9440,1240,,,,,,,,
80,0.4677,147.0802,829.3502,682.2700,VPKHXKUPCJSCHF,"N-(2-(1H-benzo[d]imidazol-1-yl)ethyl)-2-((7-acetamido-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-10-yl)amino)-4-(methylthio)butanamide",O=C1C=C2C(=CC=C1NC(C(=O)NCCN3C=NC=4C=CC=CC43)CCSC)C5=C(OC)C(OC)=C(OC)C=C5CCC2NC(=O)C,456.1180,1040,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,Phenethylisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
81,0.4677,588.1828,270.0972,858.2800,QFIYSPKZWOALMZ,Wilforgine,O=C1OCC2(OC34C(OC(=O)C)C2C(OC(=O)C)C(OC(=O)C)C4(COC(=O)C)C(OC(=O)C)C(OC(=O)C5=COC=C5)C(OC(=O)C(C)CCC6=NC=CC=C16)C3(O)C)C,232.7000,293,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,Agarofuran sesquiterpenoids; Pyridine alkaloids; Terpenoid alkaloids,Nicotinic acid alkaloids; Sesquiterpenoids; Pseudoalkaloids,Alkaloids; Terpenoids
82,0.3530,3.8188,377.3262,381.1450,BPTYIBFPGCGEDI,(2S)-N-(4-ethoxyphenyl)-5-oxo-1-(3-oxo-1H-2-benzofuran-1-yl)pyrrolidine-2-carboxamide,CCOc1ccc(NC(=O)[C@@H]2CCC(=O)N2C3OC(=O)c4ccccc34)cc1,673.8170,1239,,,,,,,,
83,0.8217,56.0126,416.2084,472.2210,IDMNDTVGFAYTCQ,"6b-Hydroxy-2,2-dimethyl-14a-(2-methyl-3-buten-2-yl)-2,6b,7,7a,10,11,12,12a,14a,15-decahydro-8H,13H-pyrano[3,2-g]pyrrolo[1'',2'':4',5']pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-8,13-dione",CC\1(C)OC2=C(C=CC3=C2NC4(N5C(CC34O)C(=O)N6CCCC6C5=O)C(C)(C)C=C)\C=C1,276.5120,507,,,,,,"Dipeptides; Indole diketopiperazine alkaloids (L-Trp, L-Pro)",Peptide alkaloids; Small peptides,Alkaloids; Amino acids and Peptides
84,0.8217,49.5071,677.8291,628.3220,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:102040,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,572.3410,1190,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
85,0.4433,134.1095,228.1595,362.2690,YYKHALQSIHCKQU,dopamine-C14:1,O=C(NCCC1=CC(O)=C(O)C=C1)CCCCCCCC=CCCCC,405.0800,967,,,,,,N-acyl amines,Fatty amides,Fatty acids
86,0.8634,79.0432,599.4638,678.5070,CITHEXJVPOWHKC,PC(14:0/14:0),CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,763.5130,1323,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,,,
87,0.5251,88.0703,487.3607,575.4310,VLPMTKVYZNSUCN,cholic acid-C11:1,O=C(OC1CC(CC(O)C2C3CC(O)C4(C)C2CCC4C(CCC(O)=O)C)C3(C)CC1)CCCCCCCCC=C,674.4170,1235,,,,,,Cholestane steroids,Steroids,Terpenoids
88,0.6611,92.0617,245.1283,337.1900,FNGGIPWAZSFKCN,tabersonine,O=C(OC)C1=C2NC=3C=CC=CC3C24CCN5CC=CC(C1)(CC)C54,308.2930,658,Organic compounds,Alkaloids and derivatives,Plumeran-type alkaloids,,Plumeran-type alkaloids,Aspidosperma type,Tryptophan alkaloids,Alkaloids
89,0.4677,113.0019,261.1341,374.1360,ACCFPOJSWWQBIE,3-{3-[(4-propoxyphenyl)amino]propanoyl}chromen-2-one CollisionEnergy:102040,CCCOc1ccc(NCCC(=O)c2cc3ccccc3oc2=O)cc1,180.1740,178,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
91,0.8217,59.9739,280.1441,340.1180,FJYTXXBFGIOJGK,Guacolidine,CC1(O)C2=C(C(OC)=CC(O)=C2)C3=C(C1=NCC4)C4=CC5=C3OCO5,257.6840,437,Organic compounds,Alkaloids and derivatives,Aporphines,,Aporphines,Aporphine alkaloids,Tyrosine alkaloids,Alkaloids
92,0.4649,293.2933,529.4617,822.7550,FEKLSEFRUGWUOS,TG(16:0/16:0/16:1),CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC,757.0390,1322,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,Triacylglycerols,Glycerolipids,Fatty acids
94,0.9150,0.0004,148.0604,148.0600,WHUUTDBJXJRKMK,D-(-)-Glutamic acid,C(CC(=O)O)[C@H](C(=O)O)N,32.2700,42,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
95,0.7781,0.0002,136.0755,136.0757,HEQOJEGTZCTHCF,2-Aminoacetophenone,C1=CC=C(C=C1)C(=O)CN,221.3640,263,,,,,,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
96,0.6264,137.1095,276.1345,413.2440,ADBORFUDEHAIIL,N-(2-(cyclohexylamino)-1-(4-methoxyphenyl)-2-oxoethyl)-N-(furan-2-ylmethyl)butyramide,CCCC(=O)N(Cc1ccco1)C(C(=O)NC2CCCCC2)c3ccc(OC)cc3,349.6110,817,,,,,,,,
97,0.7781,0.0000,183.0863,183.0863,FBPFZTCFMRRESA,Sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,32.6540,51,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,Monosaccharides,Saccharides,Carbohydrates
98,0.4626,437.2012,813.3532,376.1520,QXVFEIPAZSXRGM,FMOC-L-Isoleucine CollisionEnergy:102040,CCC(C)C(N=C(O)OCC1c2ccccc2-c2ccccc21)C(=O)O,485.8490,1070,,,,,,,,Shikimates and Phenylpropanoids
99,0.7781,0.0008,178.0498,178.0490,GCWCVCCEIQXUQU,Alfa_hydroxy_hippuric_acid,C1=CC=C(C=C1)C(=O)NC(C(=O)O)O,188.2790,192,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,,,Amino acids and Peptides; Shikimates and Phenylpropanoids
100,0.4369,103.2394,482.4054,379.1660,IDMLIENVTZYKNK,(2S)-5-oxo-1-(3-oxo-1H-2-benzofuran-1-yl)-N-(4-propan-2-ylphenyl)pyrrolidine-2-carboxamide,CC(C)c1ccc(NC(=O)[C@@H]2CCC(=O)N2C3OC(=O)c4ccccc34)cc1,677.0250,1237,,,,,,,,
101,0.7827,0.0048,313.0964,313.1012,YDDXVAXDYKBWDX,TIOTIDINE,CN=C(NC#N)NCCSCc1csc(N=C(N)N)n1,402.6520,956,,,,,,,,
102,0.6649,151.0139,585.4491,736.4630,SSRRIJSEUKHYFB,Phosphatidylethanolamine (16:1/18:2) Abbr: PoLPE,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,782.5280,1329,,,,,,Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
103,0.7550,0.0008,433.1738,433.1730,LCWZSKXNBXCOQS,"""N-[(6,7-dimethoxyisoquinolyl)(3,4-dimethoxyphenyl)methyl]propanamide CollisionEnergy:102040""",CCC(O)=NC(c1ccc(OC)c(OC)c1)c1nccc2cc(OC)c(OC)cc12,458.2590,1044,,,,,,Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
104,0.5251,179.0710,612.1830,433.1120,MYXNWGACZJSMBT,Isovitexin,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,839.9300,1342,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
105,0.7788,0.0002,138.0548,138.0550,ALYNCZNDIQEVRV,p-Aminobenzoic acid,c1cc(ccc1C(=O)O)N,207.8860,226,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Aminobenzoic acids,Aminoacids; Simple phenolic acids,Phenolic acids (C6-C1); Small peptides,Amino acids and Peptides; Shikimates and Phenylpropanoids
106,0.6210,0.0000,209.0920,209.0920,URJSQVJWZNGFOL,N-(2-Aminobenzoyl)alanine,CC(NC(=O)C1=CC=CC=C1N)C(O)=O,160.5050,136,,,,,,Aminoacids; Dipeptides,Small peptides,Amino acids and Peptides
107,0.8217,74.5367,687.8417,613.3050,YMFYPHGOLKNWQN,Syringomycin E,CCCCCCCCC(CC(=O)N[C@H]1COC(=O)[C@@H](NC(=O)[C@H](NC(=O)/C(=C/CC)/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CCN)CCN)CCCN=C(N)N)CC2=CC=CC=C2)C(C(=O)O)O)[C@@H](CCl)O)O,601.8390,1215,,,,,,Cyclic peptides; Depsipeptides; Lipopeptides,Oligopeptides,Amino acids and Peptides; Polyketides
108,0.6611,20.9891,256.2269,277.2160,RIGGEAZDTKMXSI,"9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid",CC/C=C\C/C=C\C=C\[C@H](CCCCCCCC(=O)O)O,306.7290,649,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
109,0.6649,156.9775,243.1855,400.1630,UMLFMMPXTFFHMU,N-(2-methylphenyl)-2-[2-oxo-4-(N-propylcarbamoyl)hydroquinolyl]acetamide CollisionEnergy:205060,CCCN=C(O)c1cc(=O)n(CC(O)=Nc2ccccc2C)c2ccccc12,28.1030,30,,,,,,Quinoline alkaloids,Anthranilic acid alkaloids,Alkaloids
111,0.6644,43.0196,422.1460,465.1656,AKGUUTOJDVYTKL,1214101-41-3,CCc1cc(=O)oc2c1ccc(OCC(=O)NC(Cc1c[nH]c3c1cc(O)cc3)C(=O)O)c2C,262.1420,435,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
112,0.5251,3.9773,457.3503,453.3730,APODVSVTRILENH,"""methyl 18-hydroxy-1,2,5,8,15,19,19-heptamethylpentacyclo[12.8.0.0<2,11>.0<5,10 >.0<15,20>]docos-11-ene-8-carboxylate CollisionEnergy:102040""",COC(=O)C1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,680.2080,1247,,,,,,Oleanane triterpenoids,Triterpenoids,Terpenoids
113,0.6644,423.2656,642.2744,1065.5400,GMCGZPQYTRHQRU,Protogracillin,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,549.2810,1149,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Furostane steroids,Steroids,Terpenoids
114,0.5919,0.0031,215.1179,215.1210,RERZNCLIYCABFS,HARMALINE,COc1ccc2c3CCN=C(C)c3[nH]c2c1,419.7090,988,Organic compounds,Alkaloids and derivatives,Harmala alkaloids,,Harmala alkaloids,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
115,0.7577,0.0004,443.3344,443.3340,JSPGKOBNHWTKNT,"""Cycloart-23-ene-3_, 25 diol""",C[C@@]12[C@@](C)(CC[C@@H]2[C@@H](C/C=C/C(C)(O)C)C)[C@]3([H])CC[C@@]4([H])C(C)(C)[C@@H](O)CC[C@]4(C5)[C@]35CC1,685.1530,1254,,,,,,Cycloartane triterpenoids,Triterpenoids,Terpenoids
116,0.7867,0.0009,475.2317,475.2326,ZVFMDVFPBVFGPG,Austalide B,COc1c2C(=O)OCc2c(C)c2c1C[C@H]1[C@](C)(C[C@@H](O)[C@]34O[C@](OC)(CC[C@]13C)OC4(C)C)O2,434.2010,1005,,,,,,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
117,0.9150,0.0003,231.1703,231.1700,MDSUKZSLOATHMH,Leu-Val,CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,166.6760,153,,,,,,Dipeptides,Small peptides,Amino acids and Peptides
118,0.4677,236.9514,303.1703,540.1217,YPBATNHYBCGSSN,MEZLOCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,344.5680,801,,,,,,Penicillins,β-lactams,Amino acids and Peptides
119,0.4631,288.0157,293.1494,581.1651,MXLIDYXKRCYRPL,"[(2R,3S,4S,5R,6S)-6-[2,3-dihydroxy-4-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",C1=CC(=CC=C1/C=C/C(=O)C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)O)O)O)O)O,243.3770,353,,,,,,Chalcones,Flavonoids,Shikimates and Phenylpropanoids
120,0.5689,42.0470,310.1510,268.1040,OIRDTQYFTABQOQ,adenosine CollisionEnergy:102040,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,199.0000,209,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,Purine nucleosides,Purine nucleos(t)ides,Nucleosides,Carbohydrates
121,0.6302,88.0808,933.4708,845.3900,LPLVUJXQOOQHMX,Glycyrrhizic acid,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C5C(=O)C=C6C7CC(C(=O)O)(C)CCC7(C)CCC6(C)C5(C)CCC4C3(C)C)C(O)C(O)C1O,485.3160,1071,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
122,0.6644,387.1298,1271.6298,884.5000,QCTMYNGDIBTNSK,Solasonine,OCC1OC(OC2C(O)C(OC(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(NCC(C)CC8)C(C)C76)C4(C)CC3)C2OC9OC(C)C(O)C(O)C9O)CO)C(O)C(O)C1O,499.3710,1099,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Steroidal alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
123,0.9701,0.0001,310.1132,310.1131,SQVRNKJHWKZAKO,N-ACETYLNEURAMINATE,CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,32.3510,43,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,N-acylneuraminic acids,Aminosugars,Aminosugars and aminoglycosides,Carbohydrates
124,0.7788,0.0002,174.0548,174.0550,VQMSRUREDGBWKT,4-QUINOLINECARBOXYLIC ACID,C1=CC=C2C(=C1)C(=CC=N2)C(=O)O,160.4330,145,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids,Quinoline alkaloids,Tryptophan alkaloids; Anthranilic acid alkaloids,Alkaloids
125,0.5391,4.0836,461.2693,457.1857,ZKFPZHCUDJBDJO,NCGC00347648-02,C=C1C2(C)CC3C4(C)OC(C5OC56C4=CC(=O)OC6(C)C)C3(C)C13C(=O)OC(C)C3(O)C2=O,400.5420,957,,,,,,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
126,0.9045,0.0007,360.1507,360.1500,GUBGYTABKSRVRQ,MALTOSE,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,32.5710,53,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Disaccharides; Polysaccharides,Saccharides,Carbohydrates
127,0.9087,0.0008,147.0552,147.0560,QMNUDYFKZYBWQX,1H-quinazolin-4-one,Oc1ncnc2ccccc12,200.0760,212,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
128,0.6611,431.2615,1374.6715,943.4100,HTABAKXDSDOMBN,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[4-(2-methylquinolin-4-yl)piperazin-1-yl]-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,...",O=C(OC1C(C)C(OC)C=COC2(OC3=C(C2=O)C=4C(=O)C(=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C1C)C)C(=O)C4C(O)=C3C)N5CCN(C6=CC(=NC=7C=CC=CC76)C)CC5)C)C,637.2320,1219,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
129,0.8217,10.9921,639.3141,628.3220,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:102040,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,557.8610,1172,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
130,0.6649,42.0250,434.1580,476.1830,SAMXBYLRDCRTCV,"NCGC00169389-03_C25H30ClNO6_2(6H)-Isoquinolinebutanoic acid, 7-(acetyloxy)-5-chloro-3-[(1E,3E)-3,5-dimethyl-1,3-heptadien-1-yl]-7,8-dihydro-7-methyl-6,8-dioxo-",CCC(C)\C=C(C)\C=C\C1=C\C\2=C(/Cl)C(=O)C(C)(OC(C)=O)C(=O)C2=C/N1CCCC(O)=O,305.8460,646,Organic compounds,Organoheterocyclic compounds,Azaphilones,,Azaphilones,Azaphilones,Chromanes,Polyketides
131,0.4654,1.9388,267.1338,265.1950,GKCBAIGFKIBETG,Tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,245.4180,349,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,,,Alkaloids
132,0.6611,546.1683,409.2917,955.4600,QVSLFTXMKPGAHH,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-13-(acetyloxy)-15,17-dihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-26-(piperidin-1-yl)-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25-heptaen...",O=C(OC=1C=2C(=O)C=3NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC4(OC(=C(C4=O)C2C(=O)C3N5CCCCC5)C1C)C)C)C6=CC=C(OCCCC)C=C6,686.9070,1258,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
133,0.9660,0.0001,338.3418,338.3417,UAUDZVJPLUQNMU,Erucamide; AIF; CE10; MS2Dec,CCCCCCCC/C=C\CCCCCCCCCCCC(=N)O,796.2140,1336,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,,Fatty acyls,Fatty acids
134,0.4635,63.0223,424.1617,361.1394,PVHUJELLJLJGLN,Nitrendipin,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC,272.8900,466,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,Dihydropyridinecarboxylic acids and derivatives,,,
135,0.6649,129.1406,212.2008,341.3414,ULBTUVJTXULMLP,Butyl stearate,CCCCCCCCCCCCCCCCCC(=O)OCCCC,358.8310,857,,,,,,Wax monoesters,Fatty esters,Fatty acids
136,0.7484,130.0676,663.2794,793.3470,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,499.2970,1095,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
137,0.7513,0.0001,312.1706,312.1707,WLKOCYWYAWBGKY,DY131,CCN(CC)c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1,185.4090,188,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,,,Shikimates and Phenylpropanoids
138,0.5916,0.0000,186.0761,186.0761,OVRNDRQMDRJTHS,N-Acetyl-D-galactosamine AIF; CE10; MS2Dec,CC(O)=N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,33.5460,58,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,Aminosugars,Aminosugars and aminoglycosides,Carbohydrates
139,0.5869,0.0001,151.1116,151.1117,MGSRCZKZVOBKFT,Thymol,Cc1ccc(C(C)C)c(O)c1,497.1770,1089,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Aromatic monoterpenoids,Menthane monoterpenoids,Monoterpenoids,Terpenoids
140,0.3669,94.4707,640.0993,734.5700,KILNVBDSWZSGLL,PC(16:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,352.0840,827,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,,,
141,0.8203,58.5118,686.8338,628.3220,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:102040,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,576.0830,1196,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
142,0.7768,0.0000,190.0860,190.0860,GOLXRNDWAUTYKT,indole_3_propionic_acid,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,214.1600,246,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
